Item ID,Item Name,Quantity,Total Bcy,Sub Total Bcy,Purchase Order ID,Product ID,Currency Code,Account ID,Tax ID,language,translated_item_name
3263831000000101070,,30.0,88500.0,88500.0,3263831000000101066,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000101074,,34.0,93500.0,93500.0,3263831000000101066,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000101072,,12.0,33000.0,33000.0,3263831000000101066,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000101068,,20.0,59000.0,59000.0,3263831000000101066,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000101076,,60.0,165000.0,165000.0,3263831000000101066,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000115044,,20.0,57000.0,57000.0,3263831000000115042,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000115052,,70.0,185500.0,185500.0,3263831000000115042,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000115048,,30.0,79500.0,79500.0,3263831000000115042,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000115046,,20.0,58000.0,58000.0,3263831000000115042,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000115054,,15.0,39750.0,39750.0,3263831000000115042,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000115050,,30.0,79500.0,79500.0,3263831000000115042,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000116021,,5000.0,28750.0,28750.0,3263831000000116015,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000116017,,15000.0,86250.0,86250.0,3263831000000116015,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000116023,,5000.0,28750.0,28750.0,3263831000000116015,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000116019,,5000.0,28750.0,28750.0,3263831000000116015,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000118149,,26.0,74100.0,74100.0,3263831000000118143,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000118145,,1687.0,180509.0,180509.0,3263831000000118143,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000118151,,60.0,150000.0,150000.0,3263831000000118143,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000118147,,11.0,30250.0,30250.0,3263831000000118143,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122032,,300.0,25500.0,25500.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122040,,12000.0,40200.0,40200.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122028,,500.0,58750.0,58750.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122036,,250.0,47000.0,47000.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122034,,200.0,30200.0,30200.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122042,,5000.0,26250.0,26250.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122030,,500.0,69750.0,69750.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000122038,,12000.0,40500.0,40500.0,3263831000000122026,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000123099,,150.0,375000.0,375000.0,3263831000000123093,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000123095,,24.0,65280.0,65280.0,3263831000000123093,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000123103,,1000.0,103000.0,103000.0,3263831000000123093,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000123101,,6.0,15000.0,15000.0,3263831000000123093,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000123097,,110.0,310200.0,310200.0,3263831000000123093,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000133042,,4250.0,68000.0,68000.0,3263831000000133038,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000133040,,4400.0,366828.0,366828.0,3263831000000133038,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000139038,,402.0,261300.0,261300.0,3263831000000139036,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143337,,20.0,74000.0,74000.0,3263831000000143335,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143339,,80.0,304000.0,304000.0,3263831000000143335,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143341,,69.0,227700.0,227700.0,3263831000000143335,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143853,,12.0,31800.0,31800.0,3263831000000143847,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143849,,7.0,19950.0,19950.0,3263831000000143847,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143857,,16.0,42400.0,42400.0,3263831000000143847,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143855,,14.0,37100.0,37100.0,3263831000000143847,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143851,,8.0,23200.0,23200.0,3263831000000143847,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000143859,,8.0,21200.0,21200.0,3263831000000143847,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202161,,4.0,19200.0,19200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202169,,8.0,39200.0,39200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202177,,8.0,38800.0,38800.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202165,,19.0,91200.0,91200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202173,,18.0,90000.0,90000.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202181,,10.0,48500.0,48500.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202163,,4.0,19200.0,19200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202171,,8.0,39200.0,39200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202179,,15.0,73200.0,73200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202167,,16.0,77600.0,77600.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202175,,8.0,39200.0,39200.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000202183,,5.0,24500.0,24500.0,3263831000000202159,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000208033,,2000.0,222000.0,222000.0,3263831000000208031,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000208041,,10.0,26700.0,26700.0,3263831000000208031,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000208037,,30.0,91500.0,91500.0,3263831000000208031,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000208035,,20.0,59000.0,59000.0,3263831000000208031,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000208039,,80.0,213600.0,213600.0,3263831000000208031,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000214080,,10.0,115000.0,115000.0,3263831000000214078,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000214092,,8800.0,91520.0,91520.0,3263831000000214090,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000214094,,10000.0,104000.0,104000.0,3263831000000214090,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242115,,30.0,85500.0,85500.0,3263831000000242113,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242119,,8.0,22400.0,22400.0,3263831000000242113,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242117,,80.0,214000.0,214000.0,3263831000000242113,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242121,,25.0,66875.0,66875.0,3263831000000242113,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242147,,5.0,14250.0,14250.0,3263831000000242145,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242151,,124.0,332320.0,332320.0,3263831000000242145,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242149,,38.0,101840.0,101840.0,3263831000000242145,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242179,,30.0,85500.0,85500.0,3263831000000242175,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242181,,42.0,109200.0,109200.0,3263831000000242175,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000242177,,14.0,38150.0,38150.0,3263831000000242175,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000251306,,8800.0,91520.0,91520.0,3263831000000251304,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000251308,,10000.0,104000.0,104000.0,3263831000000251304,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000257039,,10.0,28500.0,28500.0,3263831000000257037,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000257047,,14.0,37800.0,37800.0,3263831000000257037,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000257043,,12.0,32400.0,32400.0,3263831000000257037,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000257041,,12.0,32400.0,32400.0,3263831000000257037,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000257049,,160.0,19200.0,19200.0,3263831000000257037,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000257045,,14.0,37800.0,37800.0,3263831000000257037,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000264049,,16.0,184000.0,184000.0,3263831000000264047,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338005,,200.0,29910.0,29910.0,3263831000000338001,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338009,,100.0,18388.0,18388.0,3263831000000338001,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338007,,200.0,27582.0,27582.0,3263831000000338001,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338003,,300.0,33651.0,33651.0,3263831000000338001,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338072,,200.0,28860.0,28860.0,3263831000000338068,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338076,,200.0,21440.0,21440.0,3263831000000338068,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338074,,200.0,15000.0,15000.0,3263831000000338068,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338070,,300.0,35220.0,35220.0,3263831000000338068,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338078,,200.0,25750.0,25750.0,3263831000000338068,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338104,,7.0,22925.0,22925.0,3263831000000338102,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338108,,7.0,23275.0,23275.0,3263831000000338102,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338106,,7.0,22750.0,22750.0,3263831000000338102,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000338110,,7.0,22925.0,22925.0,3263831000000338102,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341082,,7.0,12670.0,12670.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341090,,4.0,2560.0,2560.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341098,,4.0,72360.0,72360.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341086,,4.0,19892.0,19892.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341094,,4.0,57876.0,57876.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341102,,3.0,75960.0,75960.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341084,,6.0,13590.0,13590.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341092,,6.0,14238.0,14238.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341100,,4.0,86812.0,86812.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341088,,38.0,20140.0,20140.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341096,,4.0,65120.0,65120.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000341104,,3.0,81387.0,81387.0,3263831000000341080,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000357713,,34.0,85000.0,85000.0,3263831000000357709,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000357774,,74.0,175750.0,175750.0,3263831000000357772,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396094,,74.0,185000.0,185000.0,3263831000000396092,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396134,,20.0,50500.0,50500.0,3263831000000396132,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396421,,25.0,3043.75,3043.75,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396429,,25.0,4800.0,4800.0,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396437,,25.0,4800.0,4800.0,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396425,,50.0,6087.5,6087.5,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396433,,25.0,4800.0,4800.0,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396423,,38.0,4626.5,4626.5,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396431,,25.0,4800.0,4800.0,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396439,,25.0,7500.0,7500.0,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396427,,50.0,6087.5,6087.5,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396435,,25.0,4800.0,4800.0,3263831000000396419,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396481,,21.0,32659.2,32659.2,3263831000000396479,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396483,,18.0,28440.72,28440.72,3263831000000396479,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396529,,8800.0,91520.0,91520.0,3263831000000396527,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396531,,10000.0,104000.0,104000.0,3263831000000396527,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396575,,10.0,25200.0,25200.0,3263831000000396569,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396571,,4.0,11000.0,11000.0,3263831000000396569,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396579,,3.0,7560.0,7560.0,3263831000000396569,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396577,,44.0,110880.0,110880.0,3263831000000396569,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396573,,8.0,20160.0,20160.0,3263831000000396569,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396581,,10.0,25200.0,25200.0,3263831000000396569,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000396593,,6810.0,132795.0,132795.0,3263831000000396591,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443275,,10.0,27500.0,27500.0,3263831000000443267,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443271,,1.0,2450.0,2450.0,3263831000000443267,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443279,,275.0,31900.0,31900.0,3263831000000443267,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443269,,14.0,34300.0,34300.0,3263831000000443267,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443273,,2.0,4900.0,4900.0,3263831000000443267,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443281,,1500.0,178500.0,178500.0,3263831000000443267,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443307,,14.0,34300.0,34300.0,3263831000000443305,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443311,,2.0,4900.0,4900.0,3263831000000443305,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443319,,1500.0,178500.0,178500.0,3263831000000443305,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443309,,1.0,2450.0,2450.0,3263831000000443305,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443317,,275.0,31900.0,31900.0,3263831000000443305,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000443313,,10.0,27500.0,27500.0,3263831000000443305,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000528077,,12.0,32400.0,32400.0,3263831000000528073,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000528085,,130.0,14950.0,14950.0,3263831000000528073,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000528081,,14.0,36400.0,36400.0,3263831000000528073,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000528079,,16.0,41600.0,41600.0,3263831000000528073,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000528075,,10.0,27000.0,27000.0,3263831000000528073,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000528083,,18.0,46800.0,46800.0,3263831000000528073,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000535059,,239.0,83650.0,83650.0,3263831000000535057,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542386,,8000.0,20800.0,20800.0,3263831000000542380,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542382,,20000.0,55000.0,55000.0,3263831000000542380,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542390,,1000.0,108000.0,108000.0,3263831000000542380,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542388,,20000.0,52000.0,52000.0,3263831000000542380,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542384,,60000.0,172500.0,172500.0,3263831000000542380,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542424,,70000.0,201250.0,201250.0,3263831000000542420,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542428,,6000.0,15600.0,15600.0,3263831000000542420,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542426,,8000.0,20800.0,20800.0,3263831000000542420,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542422,,20000.0,55000.0,55000.0,3263831000000542420,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000542430,,2000.0,216000.0,216000.0,3263831000000542420,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000549513,,60.0,150000.0,150000.0,3263831000000549511,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000549762,,1500.0,141000.0,141000.0,3263831000000549760,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562211,,30.0,73500.0,73500.0,3263831000000562209,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562434,,1.0,11454.44,11454.44,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562442,,1.0,8536.07,8536.07,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562450,,4.0,2301.8,2301.8,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562430,,1.0,8536.06,8536.06,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562438,,1.0,2906.25,2906.25,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562446,,10.0,2644.9,2644.9,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562454,,90.0,1008.0,1008.0,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562436,,10.0,35980.0,35980.0,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562444,,12.0,2042.28,2042.28,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562452,,11.0,6233.92,6233.92,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562432,,3.0,2112.45,2112.45,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562440,,1.0,9330.48,9330.48,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000562448,,50.0,8218.0,8218.0,3263831000000562428,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590167,,185.0,9009.5,9009.5,3263831000000590163,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590175,,8.0,76.56,76.56,3263831000000590163,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590171,,309.0,11556.6,11556.6,3263831000000590163,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590169,,3.0,7800.0,7800.0,3263831000000590163,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590165,,10.0,224.6,224.6,3263831000000590163,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590173,,6.0,16200.0,16200.0,3263831000000590163,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000590255,,200.0,42000.0,42000.0,3263831000000590253,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582032,,1500.0,142500.0,142500.0,3263831000000582030,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582303,,20.0,50600.0,50600.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582311,,10.0,23400.0,23400.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582299,,10.0,24000.0,24000.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582307,,30.0,75900.0,75900.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582305,,40.0,101200.0,101200.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582313,,10.0,23400.0,23400.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582301,,50.0,125000.0,125000.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000582309,,10.0,23400.0,23400.0,3263831000000582297,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000626015,,1670.0,184368.0,184368.0,3263831000000626011,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000626019,,700.0,91280.0,91280.0,3263831000000626011,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000626017,,850.0,115387.5,115387.5,3263831000000626011,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000626013,,500.0,42000.0,42000.0,3263831000000626011,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000626021,,150.0,24045.0,24045.0,3263831000000626011,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641063,,2.0,395.22,403.29,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641071,,96.0,13474.96,13749.96,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641079,,160.0,5193.84,5299.84,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641087,,315.0,40561.2,41388.98,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641065,,22.0,3905.54,3985.24,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641073,,96.0,17293.79,17646.72,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641081,,450.0,34054.02,34749.0,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641089,,315.0,25154.11,25667.46,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641069,,96.0,1937.29,1976.83,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641077,,260.0,10210.14,10418.51,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641085,,70.0,1447.57,1477.11,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
3263831000000641067,,96.0,1207.39,1232.03,3263831000000641061,,SAR,3263831000000034003,3.26383100000008e+18,unknown,
